text,date,lang,link,likes_count,comments_count,word_count
"El barrio Montones 1 Sector La Loma , Las Piedras, Puerto Rico está borrado en el mapa, no existimos.",3/17/2018,es,No,0,0,19
"David, small towns like Camuy and Quebradillas are now without water services for about two weeks. At San Juan the power is still unstable. Thank you!!",3/17/2018,en,No,0,0,26
"Follow the money David; please, for all of us!!",3/17/2018,en,No,0,0,9
"Thank God for your reporting. From our perspective we've seen both sides of the spectrum...sad broken depressing stories or ""the island is ready"" which cannot clearly be the case. Never the less ppl need ur type of reportibg because you find the REAL issues good and bad, find the ppl and resources to get awswers. Thank u, thank u, thank u for you and ALL the ppl and staff with REAL hearts.",3/17/2018,en,No,0,0,72
"I want you to contact Becky B Reyes she can take you to places that still have no power, please reach out so you can go deeper and higher in the island and meet those who still have no power.",3/17/2018,en,No,0,0,40
Go to Naguabo,3/17/2018,en,No,0,0,3
Camuy and  Lares.,3/17/2018,es,No,0,0,3
Angel J Rodriguez Targa,3/17/2018,ca,No,0,0,4
"Please go to Las Piedras, Naguabo, Yabucoa, Humacao. There's no power in many of their communities since hurricane Irma. That's terrible. People are desperate.",3/17/2018,en,No,0,0,24
Justo O MOreno,3/17/2018,und,No,0,0,3
El Yunque in Rio Grande,3/17/2018,es,No,0,0,5
"Come to Las Piedras, the majority like myself still have no power",3/17/2018,en,No,0,0,12
"David, visit ARECMA in Barrio Mariana, Humacao to see what this amazing community still without electricity is doing without the help of the government!!!",3/17/2018,en,No,0,0,24
Excellent,3/17/2018,en,No,0,0,1
San lorenzo no electricity water comes and goes,3/17/2018,en,No,0,0,8
"My son has been there since December helping to restore power, he's  in Fajardo, I was visiting him in February,still places without power. Also some of Bayamon was also without power. The company hes working with is Cobra,the crews are staying at the El Conquistador which is closed to guest.",3/17/2018,en,No,0,0,50
Still places where generators are needed like humacao . this is a travesty if this was anywhere in America it eould of been taken care of in 2 months or less .,3/17/2018,en,No,0,0,32
"Humacao and our surrounding areas.    We were one of the hardest hit areas.    People are getting so depressed.   People are still asking for flashlights, batteries and tarps.",3/17/2018,en,No,0,0,27
��This is a wonderful reporter! Thank you David Begnaud♥️,3/17/2018,en,No,0,0,9
You need to go everywhere,3/17/2018,en,No,0,0,5
"Welcome back, and please continue reporting how are things here. It's not about being fair, it's about telling the truth.",3/17/2018,en,No,0,0,20
Welcome back....Yuo need to visit please the Mountains deep inside....Thanks you......Enyoy your stay.....,3/17/2018,en,No,0,0,13
Insurance companies aren’t paying.   This is a huge problem.  I went and waiting in line for over two hours just to be told they aren’t paying out many claims yet.,3/17/2018,en,No,0,1,30
If you really want the truth speak to Jason Maddy. This American who was on the ground for so long can tell you where to go. Jason Maddy is not about politics he is about the truth.  Please contact him,3/17/2018,en,No,0,0,40
"Then go out of the San Juan Metro area. Middle of the island and western south. There u will find the reality of how things are going. Ty for all u do for us, God Bless",3/17/2018,en,No,0,0,36
Thank you for your concern,3/17/2018,en,No,0,0,5
"Ciales for sure....ask my brother and his wife, a teacher, how is life without water or electricity.....I have to share a summary of weekly news on Sundays for them to catch up....shame!",3/17/2018,en,No,0,0,32
"This man is bedridden & being feed bt tubes, due to his condition they are using solar energy cause the noise of the generator is not good for his health & the person that posted this states its like they're in the forgotten map because nothing has been done to restore the electricity. I'm sending the web pg that was put up on FB and hoping you can get in touch with her & help this man out. Thank you David.
https://m.facebook.com/story.php?story_fbid=10215811771705412&id=1178274105",3/17/2018,en,Yes,0,0,81
"There was a post around 4 months ago (it wasn't you) informing people that houses or properties that was left by the people that left the island , or houses that are simply not ocupied are been marked by the municipalities with a yellow mark on front of them indicating they are abandon so the mayors would sell them to outsiders. The families that moved to the main land don't know and they loose their properties.  Some of those properties have been paid off for years by their original owners,  have been pass on from generations.  I just want to know how true is that. And if is not true, what cause this rummor. With corruption in the educational budget and the amount of help that it was laid forgotten to rott, it would not surprise me. Also, this pass March 14th there was a meeting, it continues for the rest of this weekend; it has been announced a conference through YOUTUBE at the Sheratton in San Juan where the are inviting people from all over the world to buy all these cheap properties abandone by the Puertorricans. They are intructing people in how to stablish their satillite business and take advantage of all the incentives (tax exempts) for business people from the main land or other countries. The problem is that a Puertorrican Business person cannot take advantage of this tax exempt incentives as is only made for outsiters and the money produced by these prospevtive companies doesn't stay in the Island. It goes to their main quaters. ¿How puertorricans could compete with them, without inventives? The Puertorrican Business is the only source of tax generated from that stays in the island to build the economy. The rest, goes back either to the main land or other countries business owner headquaters. I'm very worry about that.",3/17/2018,en,No,0,0,307
"David Begnaud, Welcome back home! We love you. A few topics to research or expose. Insurance companies dragging payments.  Repair companies over charging for simple repairs paid for with federal funds. Six months later there is still NO clue as to many died during or as a result of Maria.",3/17/2018,en,No,0,0,50
Some people who have heard form then insurance company have been offered only 25% of their claim to settle.    This is so not acceptable.    We have paid the insurance premiums every year.  Now that we need to file a claim we aren’t getting money.,3/17/2018,en,No,0,0,44
"I would check with PREPA and the Army Corps of Engineers what exactly are they doing to the electrical system in Puerto Rico? Are they replacing the entire thing to make it strong to withstand future hurricanes or are they just doing patches that will get blown away when the next storm hits.  Hurricanes are part of life in the Caribbean and before Maria, PREPA treated the electrical system on the island as if no storm would ever hit.  Puerto Rico wants reassurances that when another storm hits, and see that I say when, not if, what has happened since Hurricane Maria won’t happen again.  Puerto Rico also needs reassurance that the areas that have gotten electricity back aren’t having power outages every other day.  This damages refrigerators, stoves, air conditioners, food and medicine with this constant disruption.  It’s absolutely ludicrous that this has taken so long and it doesn’t look like they are doing their very best!  Thank you David Begnaud for being Puerto Rico’s voice!",3/17/2018,en,No,0,0,167
Celey Natalia Nevares,3/17/2018,ru,No,0,0,3
"Please visit to mountains, and investigate the burocracy that its responsible for hosting hostage our people without power. Thanks for all the humanitarian work you di, and continue to do. Be safe.",3/17/2018,en,No,0,0,32
Caguas and San Lorenzo,3/17/2018,ro,No,0,0,4
CLARO & LIBERTY �� are not connecting Home phone línea. People are being forced to plug phn line into a cheap modem and doesn't work well and the moden has a completely different number. Elderly people dont understand why they're phones dont work..,3/17/2018,en,No,0,0,43
I AM GOING BACK LOVE MY ISLAND,3/17/2018,en,No,0,0,7
"Hi David 
Good evening. Thank you for all that you’ve done for Puerto Rico with your informative reporting. If you can please go to Roncador, Utuado, Puerto Rico. It is a town in the mountains that haven’t gotten electricity or running water yet. Thank you always!! God Bless",3/17/2018,en,No,0,0,48
Municipality of Las Piedras PR Barrio Boqueron arriba sector Chencho Felix without Electricity since Hurricane Irma and continues with Hurricane Maria. More than 190 Days no Electricity. We have been forgotten in Las Piedras PR.,3/17/2018,en,No,0,0,35
